Address,district,beat,grid,crimedescr,ucr_ncic_code
7817 AMHERST ST,5,5A        ,1501,594(B)(2)(A) VANDALISM/ -$400,2999
4800N KOKOMO DR,1,1A        ,123,459 PC  BURGLARY VEHICLE,2299
65TH ST / 18TH AVE,6,6B        ,1068,TOWED/STORED VEH-14602.6,7000
3837 FRANKLIN BLVD,4,4B        ,958,10851(A)VC TAKE VEH W/O OWNER,2404
3201 42ND ST,6,6A        ,1034,CASUALTY REPORT,7000
STOCKTON BLVD / FRUITRIDGE RD,6,6B        ,1086,TOWED/STORED VEHICLE,7000
14TH ST / L ST,3,3M        ,745,TOWED/STORED VEHICLE,7000
26TH ST / CAPITOL AVE,3,3B        ,748,TRAFFIC-ACCIDENT INJURY,5400
CENTER PKWY / MACK RD,5,5B        ,1606,TOWED/STORED VEH-14602.6,7000
545 K ST,3,3M        ,742,459 PC  BURGLARY VEHICLE,2299
459 WINDWARD WAY,4,4C        ,1259,243(E)1 BATTERY NONCOHAB SPOUS,1315
713 37TH ST,3,3C        ,822,243(D) PC BATT/CIVILIAN W/INJ,1315
1689 ARDEN WAY,2,2C        ,619,11357(B)HS POSS -28.5GR MARIJ,3562
STOCKTON BLVD / FRUITRIDGE RD,6,6B        ,1086,TOWED/STORED VEH-14602.6,7000
1010 27TH ST,3,3B        ,748,243(E)1 BATTERY NONCOHAB SPOUS,1315
2811 33RD AVE,4,4B        ,988,11550(A)HS UNDER INFL NARCOTIC,3599
6001 RIZA AVE,6,6C        ,1441,11357(B)HS POSS -28.5GR MARIJ,3562
27TH ST / J ST,3,3B        ,738,459 PC  BURGLARY VEHICLE,2299
8581 YOUNGER CREEK DR,6,6C        ,1427,10851(A)VC TAKE VEH W/O OWNER,2404
35TH ST / Y ST,6,6A        ,1002,496(A) RECEIVE STOLEN PROPERTY,2803
21ST ST / G ST,3,3B        ,727,487(A) PC GRAND THEFT,2303
2829 FLORIN RD,4,4B        ,1356,594(B)(2)(A) VANDALISM/ -$400,2999
12TH ST / E ST,3,3A        ,715,211 PC  ROBBERY UNSPECIFIED,1299
6501 LAKE PARK DR,4,4C        ,1276,484 PC   PETTY THEFT/INSIDE,2308
805 15TH ST,3,3A        ,735,242 PC  BATTERY CIVILIAN,1313
7600 LA RIVIERA DR,3,3C        ,888,242 PC  BATTERY CIVILIAN,1313
28TH ST / K ST,3,3B        ,748,484 PC   PETTY THEFT/INSIDE,2308
122 VILLAGE CIR,2,2A        ,238,10851(A)VC TAKE VEH W/O OWNER,2404
1696 ARDEN WAY,2,2C        ,628,273.6(A) PC VIO DV COURT ORDER,5007
1349 FLORIN RD,4,4C        ,1279,459 PC  BURGLARY BUSINESS,2203
MACK RD / CENTER PKWY,5,5B        ,1606,TRAFFIC-ACCIDENT-NON INJURY,5400
28TH ST / K ST,3,3B        ,748,459 PC  BURGLARY VEHICLE,2299
20TH AVE / STOCKTON BLVD,6,          ,1064,TOWED/STORED VEH-14602.6,7000
1324 ARDEN WAY,2,2C        ,615,459 PC  BURGLARY VEHICLE,2299
52 DEL VISTA CIR,5,5C        ,1642,ACCIDENTAL FIRES/ARSON -I RPT,7000
112 J ST,3,3M        ,741,ABC LICENSE VIO/INFO - I RPT,7000
7236 GREENHAVEN DR,4,4C        ,1269,211 PC  ROBBERY UNSPECIFIED,1299
I ST / 28TH ST,3,3B        ,738,459 PC  BURGLARY VEHICLE,2299
7TH ST / P ST,3,3A        ,763,TOWED/STORED VEH-14602.6,7000
2451 MEADOWVIEW RD,5,5A        ,1396,10851 VC AUTO THEFT LOCATE,2404
6805 RANCHO PICO WAY,6,6C        ,1443,459 PC  BURGLARY VEHICLE,2299
SUN RIVER DR / ELDER CREEK RD,6,6C        ,1424,10851(A)VC TAKE VEH W/O OWNER,2404
3293 WESTERN AVE,2,2B        ,531,459 PC  BURGLARY RESIDENCE,2204
BRANCH ST / RIVERA DR,2,2B        ,523,TOWED/STORED VEH-14602.6,7000
2901 STONECREEK DR,1,1C        ,425,594(B)(1)PC  VANDALISM +$400,2999
MEADOWGATE DR / FRANKLIN BLVD,5,5B        ,1369,TOWED/STORED VEHICLE,7000
25 TYNDALL CT,5,5C        ,1642,MISSING PERSON,7000
2104 ALHAMBRA BLVD,3,3C        ,861,459 PC  BURGLARY BUSINESS,2203
K ST / 29TH ST,3,3B        ,748,459 PC  BURGLARY VEHICLE,2299
5288 FRUITRIDGE RD,6,6B        ,1401,22435.2(A) BP POSS SHOP CART,2399
181 CATHCART AVE,2,2B        ,531,10851(A)VC TAKE VEH W/O OWNER,2404
288 HOWE AVE,3,3C        ,877,TELEPEST -I RPT,7000
3126 SANTA CRUZ WAY,6,6A        ,1032,530.5 PC USE PERSONAL ID INFO,2604
148 LINDLEY DR,2,2B        ,541,647(F) PC DIP - DISORDERLY,5311
3630 DOWNEY WAY,6,6B        ,1003,243(E)1 BATTERY NONCOHAB SPOUS,1315
STOCKTON BLVD / 47TH AVE,6,6C        ,1421,23152(A) VC DUI-ALCOHOL/DRUGS,5404
STOCKTON BLVD / FRUITRIDGE RD,6,6B        ,1086,211 PC  ROBBERY UNSPECIFIED,1299
S ST / 11TH ST,3,3A        ,774,23152(A) VC DUI-ALCOHOL/DRUGS,5404
CAPITOL AVE / 15TH ST,3,3M        ,745,242 PC  BATTERY CIVILIAN,1313
1562 RESPONSE RD,2,2C        ,626,594(B)(2)(A) VANDALISM/ -$400,2999
645 CALVADOS AVE,2,2C        ,603,10851(A)VC TAKE VEH W/O OWNER,2404
7657 WALSH WAY,5,5A        ,1502,459 PC  BURGLARY RESIDENCE,2204
21ST ST / P ST,3,3B        ,767,O/S AGENCY -ASSISTANCE- I RPT,7000
13TH AVE / STOCKTON BLVD,6,6A        ,1054,11364 HS POSS DRUG PARAPH,3599
FRANKLIN BLVD / BROOKFIELD DR,5,5B        ,1603,TOWED/STORED VEH-14602.6,7000
1448 MATHEWS WAY,5,5A        ,1371,10851(A)VC TAKE VEH W/O OWNER,2404
9TH ST / J ST,3,3M        ,734,211 PC ROBBERY-PURSE SNATCH,1210
65TH STREET EXPY / LEMON HILL AVE,6,6B        ,1403,23152(A) VC DUI-ALCOHOL/DRUGS,5404
805 15TH ST,3,3A        ,735,242 PC  BATTERY CIVILIAN,1313
7430 50TH AVE,6,6C        ,1443,594(B)(2)(A) VANDALISM/ -$400,2999
805 15TH ST,3,3A        ,735,3056 PAROLE VIO - I RPT,7000
29TH ST / K ST,3,3B        ,748,20001(A) VC HIT/RUN INJ/DEATH,5401
3700 DIDCOT CIR,2,2A        ,501,459 PC  BURGLARY RESIDENCE,2204
3651 NORWOOD AVE,2,2B        ,521,211 PC  ROBBERY UNSPECIFIED,1299
1417 R ST,3,3A        ,765,MISSING PERSON I RPT,7000
1947 SOUTH AVE,2,2A        ,516,487(A) GRAND THEFT-AUTO PARTS,2304
E ST / 30TH ST,3,3C        ,811,242 PC  BATTERY CIVILIAN,1313
4307 BURGESS DR,2,2A        ,233,12303.3 PC DEST DVC INTENT INJ,5207
1696 ARDEN WAY,2,2C        ,628,TOWED/STORED VEH-14602.6,7000
4149 ENGLEWOOD ST,2,2A        ,231,10851(A)VC TAKE VEH W/O OWNER,2404
2ND AVE / 58TH ST,6,6B        ,1018,243(D) PC BATT/CIVILIAN W/INJ,1315
7690 JACINTO RD,5,5C        ,1654,TELEPEST -I RPT,7000
3326 40TH ST,6,6A        ,1042,CASUALTY REPORT,7000
7806 50TH AVE,6,6C        ,1445,243(D) PC BATT/CIVILIAN W/INJ,1315
7308 FARM DALE WAY,4,4C        ,1289,594(B)(1)PC  VANDALISM +$400,2999
5350 DUNLAY DR,1,1A        ,104,594(B)(2)(A) VANDALISM/ -$400,2999
COSUMNES RIVER BLVD / CENTER PKWY,5,5C        ,1645,TOWED/STORED VEHICLE,7000
LAKE CREST WAY / GLORIA DR,4,4C        ,1225,10851 VC AUTO THEFT LOCATE,2404
5940 SEYFERTH WAY,5,5C        ,1605,10851(A)VC TAKE VEH W/O OWNER,2404
151 GLOBE AVE,2,2C        ,612,10851(A)VC TAKE VEH W/O OWNER,2404
5 POLVADERA CT,4,4C        ,1268,CASUALTY REPORT,7000
1820 FRIENZA AVE,2,2C        ,568,459 PC  BURGLARY-UNSPECIFIED,2299
5TH ST / O ST,3,3A        ,763,BATTERY - I RPT,7000
8389 FOLSOM BLVD,3,3C        ,1115,484G(A)PC USE FORGED CARD,2605
1119 GLENROSE AVE,2,2B        ,564,459 PC  BURGLARY RESIDENCE,2204
148 FAIRBANKS AVE,2,2B        ,531,211 PC  ROBBERY UNSPECIFIED,1299
3820 SHINING STAR DR,5,5B        ,1399,10851(A)VC TAKE VEH W/O OWNER,2404
8245 LAKE FOREST DR,3,3C        ,1103,459 PC  BURGLARY RESIDENCE,2204
TANGERINE AVE / BROOKFIELD DR,5,5B        ,1603,TRAFFIC-ACCIDENT-NON INJURY,5400
2720 STONECREEK DR,1,1B        ,435,243(E)1 BATTERY NONCOHAB SPOUS,1315
3708 2ND AVE,6,6A        ,1014,212.5(A)ROBBERY-INHAB DWELLING,1299
739 DIXIEANNE AVE,2,2C        ,603,11350(A)HS POSS CNTRL SUBST,3532
7678 ROTHERTON WAY,5,5C        ,1605,459 PC  BURGLARY RESIDENCE,2204
3905 ELM ST,2,2A        ,505,BATTERY - I RPT,7000
W EL CAMINO AVE / GATEWAY OAKS DR,1,1B        ,421,TRAFFIC-ACCIDENT-NON INJURY,5400
3959 Y ST,6,6B        ,1003,CASUALTY REPORT,7000
10TH ST / K ST,3,3M        ,744,CASUALTY REPORT,7000
5401 FREEPORT BLVD,4,4B        ,976,459 PC  BURGLARY VEHICLE,2299
6231 FRUITRIDGE RD,6,6B        ,1088,484 PC   PETTY THEFT/INSIDE,2308
1525 24TH ST,3,3B        ,767,TOWED/STORED VEHICLE,7000
3928 MAY ST,2,2A        ,504,10851(A)VC TAKE VEH W/O OWNER,2404
2101 48TH AVE,4,4B        ,1333,FRAUD OR BUNCO - I RPT,7000
2100 BROADWAY,4,4A        ,907,484 PETTY THEFT-SHOPLIFT,2303
4321 TRUXEL RD,1,1A        ,305,TOWED/STORED VEHICLE,7000
2422 DEL PASO BLVD,2,2B        ,564,459 PC  BURGLARY BUSINESS,2203
2960 NORTHGATE BLVD,1,1C        ,429,CASUALTY REPORT,7000
4130 DAYTON ST,2,2A        ,237,245(A)(1)AWDW/NO FIREARM/CIVIL,1315
SANTIAGO AVE / WESTERN AVE,2,2B        ,551,10851 VC AUTO THEFT LOCATE,2404
3918 HAYWOOD ST,2,2A        ,504,459 PC  BURGLARY RESIDENCE,2204
1511 EDGEMORE AVE,1,1A        ,136,459 PC  BURGLARY RESIDENCE,2204
3069 MARYSVILLE BLVD,2,2B        ,545,10851(A)VC TAKE VEH W/O OWNER,2404
6730 4TH AVE,6,6C        ,1111,243(E)1 BATTERY NONCOHAB SPOUS,1315
7655 MARALEE WAY,6,6C        ,1424,MISSING PERSON,7000
MARTIN LUTHER KING JR BLVD / 23RD AVE,6,6A        ,1081,23153(A) VC DUI CAUSE INJURY,5404
101 DEL VERDE CIR,1,1B        ,412,MISSING PERSON,7000
4151 CLYDE CT,3,3C        ,871,459 PC  BURGLARY RESIDENCE,2204
8101 COSUMNES RIVER BLVD,5,5C        ,1639,484 PC   PETTY THEFT/INSIDE,2308
1967 WHITMAN WAY,5,5A        ,1371,NEIGHBORHOOD DISTURBANCE-I RPT,7000
2787 WISSEMANN DR,3,3C        ,1106,166(A)(4) WILFUL DISOBEY CT OR,5005
5051 FRUITRIDGE RD,6,6B        ,1084,459 PC  BURGLARY VEHICLE,2299
2526 L ST,3,3B        ,748,459 PC  BURGLARY RESIDENCE,2204
1125 2ND ST,3,3M        ,741,594(B)(2)(A) VANDALISM/ -$400,2999
6854 BUENA TERRA WAY,4,4C        ,1279,MISSING PERSON,7000
4200 NORTON WAY,4,4B        ,958,487(A) PC GRAND THEFT,2303
7534 ADDISON WAY,5,5A        ,1394,MISSING PERSON I RPT,7000
712 DUNBARTON CIR,3,3C        ,876,459 PC  BURGLARY RESIDENCE,2204
43RD ST / 2ND AVE,6,6A        ,1015,10851 VC AUTO THEFT LOCATE,2404
FIREHOUSE ALY / K ST,3,3M        ,741,459 PC  BURGLARY VEHICLE,2299
1990 3RD ST,3,3A        ,772,459 PC  BURGLARY BUSINESS,2203
EXPOSITION BLVD / CHALLENGE WAY,2,2C        ,628,NON INJ HR/MAIL OUT REPORT,7000
1071 SANTIAGO AVE,2,2B        ,564,10851 VC AUTO THEFT LOCATE,2404
1063 SANTIAGO AVE,2,2B        ,564,RECOVERED PROPERTY - I RPT,7000
2761 29TH AVE,4,4B        ,969,MISSING PERSON,7000
7655 MARALEE WAY,6,6C        ,1424,MISSING PERSON,7000
7814 SUMMERSDALE DR,5,5B        ,1621,459 PC  BURGLARY RESIDENCE,2204
6001 RIZA AVE,6,6C        ,1441,CASUALTY REPORT,7000
ALHAMBRA BLVD / P ST,3,3C        ,851,11377(A)HS POSS AMPHETAMINES,3572
FRUITRIDGE RD / 28TH ST,4,4B        ,969,22435.2(A) BP POSS SHOP CART,2399
1164 25TH AVE,4,4A        ,1206,459 PC  BURGLARY RESIDENCE,2204
28TH ST / FRUITRIDGE RD,4,4B        ,969,TOWED/STORED VEHICLE,7000
MACK RD / FRANKLIN BLVD,5,5B        ,1603,TRAFFIC-ACCIDENT INJURY,5400
8 BRIAR CREEK CT,2,2A        ,224,10851(A)VC TAKE VEH W/O OWNER,2404
7550 18TH ST,5,5A        ,1392,484 PETTY THEFT/LICENSE PLATE,2399
156 CREEKSIDE CIR,5,5B        ,1614,459 PC  BURGLARY RESIDENCE,2204
4100 NORTHGATE BLVD,1,1C        ,309,459 PC  BURGLARY VEHICLE,2299
2520 K ST,3,3B        ,748,SUSP PERS-NO CRIME - I RPT,7000
4285 65TH ST,6,6B        ,1068,245(A)(1)AWDW/NO FIREARM/CIVIL,1315
FRUITRIDGE RD / 28TH ST,4,4B        ,969,23152(A) VC DUI-ALCOHOL/DRUGS,5404
ALPINE FROST DR / COVEY CREEK WAY,5,5C        ,1637,TOWED/STORED VEHICLE,7000
1711 P ST,3,3B        ,766,243(E)1 BATTERY NONCOHAB SPOUS,1315
8485 SUNNYBRAE DR,5,5C        ,1653,TELEPEST -I RPT,7000
3561 TRUXEL RD,1,1A        ,337,594(B)(1)PC  VANDALISM +$400,2999
ELDER CREEK RD / PANTANO DR,6,6C        ,1422,TOWED/STORED VEHICLE,7000
3982 12TH AVE,6,6A        ,1042,MISSING PERSON LOCATE O/S ASSI,7000
3555 AUBURN BLVD,2,2A        ,509,MISSING PERSON,7000
1025 ALHAMBRA BLVD,3,3C        ,841,484 PC PETTY THEFT,2399
6000 LEMON HILL AVE,6,6B        ,1421,459 PC  BURGLARY VEHICLE,2299
BROADWAY / 19TH ST,4,4A        ,906,243(E)1 BATTERY NONCOHAB SPOUS,1315
6600 BRUCEVILLE RD,5,5C        ,1624,459 PC  BURGLARY VEHICLE,2299
3833 17TH AVE,6,6A        ,1052,NON INJ HR/MAIL OUT REPORT,7000
73RD ST / 21ST AVE,6,6C        ,1132,TOWED/STORED VEH-14602.6,7000
ALTOS AVE / ACACIA AVE,2,2B        ,543,12403.7(G) PC ILLGL POSS TRGAS,5299
MACK RD / VALLEY HI DR,5,5C        ,1606,10851(A)VC TAKE VEH W/O OWNER,2404
1001 OLIVERA WAY,2,2B        ,564,10851(A)VC TAKE VEH W/O OWNER,2404
4791 65TH ST,6,6B        ,1068,368(B)(1) CRUELTY/ELDER/ W/INJ,1315
COSUMNES RIVER BLVD / CENTER PKWY,5,5C        ,1645,TOWED/STORED VEH-14602.6,7000
6579 CUNNINGHAM WAY,6,6C        ,1443,594(B)(2)(A) VANDALISM/ -$400,2999
MARTIN LUTHER KING JR BLVD / 15TH AVE,6,6A        ,1052,TOWED/STORED VEH-14602.6,7000
TAYLOR ST / JESSIE AVE,2,2A        ,233,211 PC  ROBBERY UNSPECIFIED,1299
ALTOS AVE / ACACIA AVE,2,2B        ,543,SUSPICIOUS VEHICLE - I RPT,7000
1690 ARDEN WAY,2,2C        ,628,459 PC  BURGLARY VEHICLE,2299
3800 STOCKTON BLVD,6,6A        ,1053,243(D) PC BATT/CIVILIAN W/INJ,1315
3725 32ND ST,6,6A        ,1051,11378 HS POSS/SALE AMPHETAMINE,3571
1325 18TH ST,3,3M        ,746,243(D) PC BATT/CIVILIAN W/INJ,1315
2471 AMERICAN RIVER DR,3,3C        ,877,10851(A)VC TAKE VEH W/O OWNER,2404
FRANKLIN BLVD / 26TH AVE,4,4B        ,969,TOWED/STORED VEH-14602.6,7000
1025 ALHAMBRA BLVD,3,3C        ,841,211 PC ROBBERY- BUSINESS,1299
1906 FRUITRIDGE RD,4,4B        ,986,594(B)(2)(A) VANDALISM/ -$400,2999
WOODBINE AVE / 49TH AVE,4,4B        ,1336,211 PC  ROBBERY UNSPECIFIED,1299
6450 BAMFORD DR,5,5C        ,1623,459 PC  BURGLARY VEHICLE,2299
1620 W EL CAMINO AVE,1,1B        ,443,211 PC  ROBBERY UNSPECIFIED,1299
7821 ALTA VALLEY DR,5,5C        ,1624,20002(A) HIT/RUN,5401
2741 67TH AVE,5,5A        ,1363,148.9 PC FALSE ID TO OFFICER,4803
8001 BRUCEVILLE RD,5,5C        ,1639,242 PC  BATTERY CIVILIAN,1313
4800 KOKOMO DR,1,1A        ,123,484 PETTY THEFT/LICENSE PLATE,2399
4800 KOKOMO DR,1,1A        ,123,VANDALISM - I RPT,7000
4800 KOKOMO DR,1,1A        ,123,484 PETTY THEFT/LICENSE PLATE,2399
2265 RIVER PLAZA DR,1,1B        ,440,10851(A)VC TAKE VEH W/O OWNER,2404
815 SAN JUAN RD,1,1C        ,405,10851(A)VC TAKE VEH W/O OWNER,2404
6336 SUN RIVER DR,6,6C        ,1424,243(E)1 BATTERY NONCOHAB SPOUS,1315
6001 RIZA AVE,6,6C        ,1441,MISCELLANEOUS I RPT (ZMISC),7000
307 DRAGONFLY CIR,1,1A        ,344,10851(A)VC TAKE VEH W/O OWNER,2404
TOWN CENTER DR / DEL PASO RD,1,1A        ,144,23153(A) VC DUI CAUSE INJURY,5404
4317 NORWOOD AVE,2,2A        ,232,459 PC  BURGLARY VEHICLE,2299
1620 W EL CAMINO AVE,1,1B        ,443,594(B)(1)PC  VANDALISM +$400,2999
SAN FRANCISCO BLVD / STOCKTON BLVD,6,6B        ,1064,TOWED/STORED VEH-14602.6,7000
7613 TIERRA ARBOR WAY,6,6C        ,1445,TOWED/STORED VEHICLE,7000
NORWOOD AVE / FAIRBANKS AVE,2,2B        ,532,TRAFFIC-ACCIDENT INJURY,5400
123 DECATHLON CIR,5,5B        ,1614,SUSP PERS-NO CRIME - I RPT,7000
ARCADE BLVD / DEL PASO BLVD,2,2B        ,537,TOWED/STORED VEH-14602.6,7000
SAGINAW CIR / TRUXEL RD,1,1B        ,414,NON INJ HR/MAIL OUT REPORT,7000
BOULDER WAY / QUARTZ CT,5,5B        ,1399,TRAFFIC-ACCIDENT-NON INJURY,5400
6025 DIAS AVE,6,6B        ,1421,ELDER ABUSE/PHYS/MENTAL-I RPT,7000
2350 AMERICAN RIVER DR,3,3C        ,877,243(E)1 BATTERY NONCOHAB SPOUS,1315
7811 SUMMERSDALE DR,5,5B        ,1621,459 PC  BURGLARY RESIDENCE,2204
873 HUNTERS CREEK DR,2,2A        ,224,10851(A)VC TAKE VEH W/O OWNER,2404
2773 SCREECH OWL WAY,1,1A        ,344,10851(A)VC TAKE VEH W/O OWNER,2404
3051 FREEPORT BLVD,4,4A        ,936,594(B)(2)(A) VANDALISM/ -$400,2999
35TH AVE / S LAND PARK DR,4,4C        ,1227,TRAFFIC-ACCIDENT-NON INJURY,5400
3501 MEADOWVIEW RD,5,5B        ,1399,529 PC FALSE PERSONATION,2604
4700 H ST,3,3C        ,834,484 PC PETTY THEFT,2399
4408 DEL RIO RD,4,4A        ,955,484 PC PETTY THEFT,2399
3131 RIVERSIDE BLVD,4,4A        ,934,484 PC PETTY THEFT,2399
3815 J ST,3,3C        ,832,484 PC PETTY THEFT,2399
FRANKLIN BLVD / 34TH AVE,4,4B        ,988,11364 HS POSS DRUG PARAPH,3599
FRANKLIN BLVD / 34TH AVE,4,4B        ,988,4140 BP  POSS OF HYPO NEEDLE,3599
1400 GRAND AVE,2,2A        ,515,451(D) PC  ARSON OF PROPERTY,2099
BROADWAY / STOCKTON BLVD,6,6A        ,1007,23152(A) VC DUI-ALCOHOL/DRUGS,5404
W ST / 10TH ST,3,3A        ,784,594(B)(1)PC  VANDALISM +$400,2999
1641 HALO WAY,1,1A        ,106,10851(A)VC TAKE VEH W/O OWNER,2404
6 SAINT MARIE CIR,5,5B        ,1603,11357(B)HS POSS -28.5GR MARIJ,3562
CORAL GABLES CT / MEADOWVIEW RD,5,5A        ,1396,FOUND PROPERTY - I RPT,7000
3200 TRUXEL RD,1,1C        ,414,459 PC  BURGLARY VEHICLE,2299
6907 VILLA JUARES CIR,6,6C        ,1443,459 PC  BURGLARY VEHICLE,2299
3223 DONNER WAY,6,6A        ,1021,LOST PROPERTY - I RPT,7000
2 SUNBORG CT,2,2A        ,222,530.5 PC USE PERSONAL ID INFO,2604
6390 BROADWAY,6,6B        ,1038,594(B)(2)(A) VANDALISM/ -$400,2999
2645 PLOVER ST,2,2C        ,567,484 PETTY THEFT/LICENSE PLATE,2399
1360 TUGGLE WAY,4,4C        ,1277,484 PC PETTY THEFT,2399
8236 CENTER PKWY,5,5B        ,1633,459 PC  BURGLARY VEHICLE,2299
4855 DARLINGTON LN,1,1A        ,130,459 PC  BURGLARY VEHICLE,2299
2155 55TH AVE,4,4B        ,1353,530.5 PC USE PERSONAL ID INFO,2604
8376 FRUITRIDGE RD,6,6C        ,1407,487(A) GRAND THEFT-INSIDE,2308
1109 1/2 39TH ST,3,3C        ,843,530.5 PC USE PERSONAL ID INFO,2604
1689 ARDEN WAY,2,2C        ,619,10851 VC AUTO THEFT LOCATE,2404
226 SANTIAGO AVE,2,2B        ,551,10851(A)VC TAKE VEH W/O OWNER,2404
3916 TEMPLE AVE,6,6A        ,1051,10851 VC AUTO THEFT LOCATE,2404
5TH ST / S ST,3,3A        ,773,211 PC  ROBBERY UNSPECIFIED,1299
845 EL CAMINO AVE,2,2B        ,564,11364 HS POSS DRUG PARAPH,3599
AMERICAN RIVER DR / HOWE AVE,3,3C        ,877,10851(A)VC TAKE VEH W/O OWNER,2404
4570 TIDEWIND DR,2,2A        ,223,484 PC   PETTY THEFT/INSIDE,2308
17 LA PERA CT,5,5B        ,1602,243(E)1 BATTERY NONCOHAB SPOUS,1315
4307 BURGESS DR,2,2A        ,233,451(B) PC ARSON OF INHAB STRUC,2099
3765 ANDROS WAY,5,5B        ,1612,MISSING PERSON,7000
6205 RIVERSIDE BLVD,4,4C        ,1265,245(A)(1)AWDW/NO FIREARM/CIVIL,1315
EL CAMINO AVE / DEL PASO BLVD,2,2C        ,563,TOWED/STORED VEH-14602.6,7000
6421 RIVERSIDE BLVD,4,4C        ,1262,459 PC  BURGLARY BUSINESS,2203
4332 NORWOOD AVE,2,2A        ,233,MISSING PERSON,7000
941 43RD AVE,4,4C        ,1251,5150 WI DANGER SELF/OTHERS,7000
2750 SUTTERVILLE RD,4,4B        ,958,MISSING PERSON,7000
ALHAMBRA BLVD / W ST,6,6A        ,1001,647(F) PC DIP - DISORDERLY,5311
8017 ARROYO VISTA DR,5,5C        ,1637,459 PC  BURGLARY VEHICLE,2299
FRUITRIDGE RD / STOCKTON BLVD,6,6B        ,1086,10851(A)VC TAKE VEH W/O OWNER,2404
5321 STOCKTON BLVD,6,6B        ,1086,FOUND PROPERTY - I RPT,7000
2636 LATHAM DR,3,3C        ,877,459 PC  BURGLARY BUSINESS,2203
2750 SUTTERVILLE RD,4,4B        ,958,MISSING PERSON,7000
2444 EMPRESS ST,2,2C        ,603,459 PC  BURGLARY RESIDENCE,2204
104 FOUNTAIN OAKS CIR,4,4C        ,1296,10851(A)VC TAKE VEH W/O OWNER,2404
1331 21ST ST,3,3B        ,747,459 PC  BURGLARY BUSINESS,2203
2201 K ST,3,3B        ,747,459 PC  BURGLARY BUSINESS,2203
6222 BOBBIWOOD WAY,6,6C        ,1441,459 PC  BURGLARY RESIDENCE,2204
UNION ST / RIO LINDA BLVD,2,2B        ,523,11377(A)HS POSS AMPHETAMINES,3572
S WATT AVE / FRUITRIDGE RD,6,6C        ,1409,TRAFFIC-ACCIDENT-NON INJURY,5400
3257 NORTHVIEW DR,1,1C        ,418,459 PC  BURGLARY VEHICLE,2299
6 DEERTREE CT,5,5B        ,1616,10851(A)VC TAKE VEH W/O OWNER,2404
2303 ROANOKE AVE,2,2A        ,517,10851(A)VC TAKE VEH W/O OWNER,2404
56TH ST / BROADWAY,6,6B        ,1019,20002(A) HIT/RUN,5401
2150 STOCKTON BLVD,6,6B        ,1003,5150 WI DANGER SELF/OTHERS,7000
1002 2ND ST,3,3M        ,741,459 PC  BURGLARY BUSINESS,2203
2315 STOCKTON BLVD,6,6B        ,1005,THREATS - I RPT,7000
HOWE AVE / AMERICAN RIVER DR,3,3C        ,877,TRAFFIC-ACCIDENT INJURY,5400
8583 ELDER CREEK RD,6,6C        ,1427,459 PC  BURGLARY VEHICLE,2299
1955 71ST AVE,5,5A        ,1502,459 PC  BURGLARY RESIDENCE,2204
35TH ST / 3RD AVE,6,6A        ,1013,TOWED/STORED VEHICLE,7000
1201 FRONT ST,3,3M        ,751,594(B)(2)(A) VANDALISM/ -$400,2999
425 UNIVERSITY AVE,3,3C        ,876,10851(A)VC TAKE VEH W/O OWNER,2404
VALLEY HI DR / BRUCEVILLE RD,5,5C        ,1624,TOWED/STORED VEHICLE,7000
1630 59TH AVE,4,4B        ,1351,5150 WI DANGER SELF/OTHERS,7000
1407 COMMONS DR,3,3C        ,876,10851(A)VC TAKE VEH W/O OWNER,2404
7633 22ND ST,5,5A        ,1503,LOST PROPERTY - I RPT,7000
1672 ROSALIND ST,2,2B        ,526,484 PC   THEFT-LIC PLATE TABS,2399
999 ARCADE BLVD,2,2B        ,544,484 PC  PETTY THEFT/ OUTSIDE,2309
6715 GLORIA DR,4,4C        ,1272,MISSING PERSON,7000
MARTIN LUTHER KING JR BLVD / BROADWAY,6,6A        ,1014,TOWED/STORED VEH-14602.6,7000
BROADWAY / STOCKTON BLVD,6,6A        ,1007,TOWED/STORED VEHICLE,7000
TRUXEL RD / GATEWAY PARK BLVD,1,1A        ,338,484 PETTY THEFT CLOUT UNLOCKED,2305
37TH ST / 2ND AVE,6,6A        ,1014,TOWED/STORED VEHICLE,7000
1551 UNIVERSITY AVE,3,3C        ,876,484 PETTY THEFT/LICENSE PLATE,2399
1551 UNIVERSITY AVE,3,3C        ,876,10851(A)VC TAKE VEH W/O OWNER,2404
8233 BELVEDERE AVE,6,6C        ,1134,242 PC  BATTERY CIVILIAN,1313
2338 FLORIN RD,5,5A        ,1364,647(F) PC PUB INTOX-DETOX ONLY,5311
ELEANOR AVE / RIO LINDA BLVD,2,2B        ,553,TRAFFIC-ACCIDENT INJURY,5400
8557 MELVILLE DR,5,5C        ,1654,459 PC  BURGLARY RESIDENCE,2204
BRUCEVILLE RD / CALVINE RD,5,5C        ,1654,TRAFFIC-ACCIDENT INJURY,5400
5593 BRAMPTON WAY,1,1A        ,104,10851(A)VC TAKE VEH W/O OWNER,2404
720 9TH ST,3,3A        ,732,290(A)(1)(D) FAIL TO REG-5 DAY,3699
5041 WHITTIER DR,6,6C        ,1152,242 PC  BATTERY CIVILIAN,1313
7000 FRANKLIN BLVD,5,5B        ,1359,484G(B) PC ACCESS CARD FRAUD,2605
